epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
155,9470.69,0.71758,0.54515,1.15516,0.91908,0.84975,0.94022,0.77338,0.7528,0.49128,1.13181,0.000702782,0.000702782,0.000702782
156,9531.89,0.73277,0.5641,1.15707,0.93056,0.87684,0.94303,0.77696,0.76042,0.46759,1.14009,0.000698066,0.000698066,0.000698066
157,9599.35,0.70235,0.53673,1.15077,0.88628,0.87449,0.94783,0.78525,0.7113,0.47511,1.11401,0.000693351,0.000693351,0.000693351
158,9662.85,0.72498,0.57288,1.17609,0.92352,0.88518,0.95204,0.7775,0.75067,0.4617,1.13029,0.000688635,0.000688635,0.000688635
159,9724.31,0.69696,0.53151,1.14516,0.94,0.86638,0.94884,0.76979,0.78317,0.48391,1.13749,0.000683919,0.000683919,0.000683919
160,9771.57,0.7037,0.53183,1.14491,0.91038,0.87081,0.94632,0.77342,0.75364,0.48869,1.13813,0.000679204,0.000679204,0.000679204
161,9838.99,0.70659,0.52378,1.13576,0.95719,0.86237,0.94184,0.77803,0.74901,0.47761,1.13443,0.000674488,0.000674488,0.000674488
162,9900.05,0.7129,0.53653,1.1503,0.93462,0.90703,0.9536,0.77956,0.77525,0.4598,1.13954,0.000669772,0.000669772,0.000669772
163,9957.5,0.71749,0.5594,1.16274,0.96069,0.85532,0.95314,0.77025,0.79258,0.42744,1.15128,0.000665057,0.000665057,0.000665057
164,10019.1,0.69196,0.54217,1.13812,0.95875,0.88374,0.95498,0.78542,0.73871,0.4421,1.12183,0.000660341,0.000660341,0.000660341
165,10079.7,0.69221,0.52023,1.13536,0.93458,0.86454,0.94405,0.79252,0.71957,0.4742,1.10855,0.000655625,0.000655625,0.000655625
